As_of_Date,Name,CSS Start Date,CSS Attrition date,Manager,Manager Start Date,Manager End Date,Role,Role Start Date,Role End Date,Status,Quotas_Pts
2023-01-01,Employee 151,2022-02-14,2022-02-22,Manager 25,2022-02-15,2022-02-21,Account Executive,2022-02-14,2022-02-22,Fired,0
2023-01-01,Employee 151,2022-02-14,2022-02-22,Manager 40,2022-02-22,2022-02-22,Account Executive,2022-02-14,2022-02-22,Fired,0
2023-01-01,Employee 153,2022-08-29,2023-01-26,Manager 24,2022-08-30,2023-01-26,Account Executive,2022-08-29,2023-01-26,Ramped,100
2023-01-01,Employee 156,2022-06-06,2022-07-11,Manager 28,2022-06-07,2022-06-30,Account Executive,2022-06-06,2022-07-11,Fired,0
2023-01-01,Employee 156,2022-06-06,2022-07-11,Manager 40,2022-07-01,2022-07-11,Account Executive,2022-06-06,2022-07-11,Fired,0
2023-01-01,Employee 157,2022-08-01,2022-11-01,Manager 28,2022-08-02,2022-10-31,Account Executive,2022-08-01,2022-11-01,Fired,0
2023-01-01,Employee 157,2022-08-01,2022-11-01,Manager 9,2022-11-01,2022-11-01,Account Executive,2022-08-01,2022-11-01,Fired,0
2023-01-01,Employee 158,2022-08-01,2022-11-01,Manager 18,2022-08-02,2022-11-01,Account Executive,2022-08-01,2022-11-01,Fired,0
2023-01-01,Employee 159,2022-08-29,2022-12-02,Manager 3,2022-08-30,2022-12-02,Account Executive,2022-08-29,2022-12-02,Fired,0
2023-01-01,Employee 163,2022-08-01,2023-02-03,Manager 12,2022-08-02,2022-09-30,Account Executive,2022-08-01,2023-02-03,Ramped,100
2023-01-01,Employee 163,2022-08-01,2023-02-03,Manager 33,2022-10-01,2023-02-03,Account Executive,2022-08-01,2023-02-03,Ramped,100
2023-01-01,Employee 164,2022-08-01,,Manager 2,2022-08-02,,Account Executive,2022-08-01,2023-12-31,Ramped,100
2023-01-01,Employee 164,2022-08-01,,Manager 2,2022-08-02,,Associate Account Executive,2024-01-01,,Ramped,90
2023-01-01,Employee 165,2022-12-05,,Manager 21,2022-12-06,2023-03-31,Account Executive,2022-12-05,2023-09-07,Ramping 1,24
2023-01-01,Employee 165,2022-12-05,,Manager 21,2022-12-06,2023-03-31,Account Executive,2024-01-01,,Ramping 1,24
2023-01-01,Employee 165,2022-12-05,,Manager 6,2023-04-01,,Account Executive,2022-12-05,2023-09-07,Ramping 1,24
2023-01-01,Employee 165,2022-12-05,,Manager 6,2023-04-01,,Account Executive,2024-01-01,,Ramping 1,24
2023-01-01,Employee 169,2023-01-03,2023-06-30,Manager 9,2023-01-03,2023-06-30,Account Executive,2023-01-03,2023-06-30,Ramping 0,0
2023-01-01,Employee 170,2022-07-05,2023-08-15,Manager 14,2022-07-06,2022-08-31,Account Executive,2022-07-05,2023-08-15,Ramped,100
2023-01-01,Employee 170,2022-07-05,2023-08-15,Manager 15,2022-09-01,2023-08-15,Account Executive,2022-07-05,2023-08-15,Ramped,100
2023-01-01,Employee 171,2022-12-05,2023-06-01,Manager 36,2022-12-06,2023-06-01,Account Executive,2022-12-05,2023-06-01,Ramping 1,24
2023-01-01,Employee 174,2022-12-05,2022-12-15,Manager 12,2022-12-06,2022-12-15,Account Executive,2022-12-05,2022-12-15,Fired,0
2023-01-01,Employee 175,2022-04-11,,Manager 10,2023-06-01,2023-10-31,Account Executive,2022-04-11,2023-12-31,Ramped,100
2023-01-01,Employee 175,2022-04-11,,Manager 10,2023-06-01,2023-10-31,Account Executive,2024-01-01,,Ramped,100
2023-01-01,Employee 175,2022-04-11,,Manager 11,2023-11-01,2024-01-31,Account Executive,2022-04-11,2023-12-31,Ramped,100
2023-01-01,Employee 175,2022-04-11,,Manager 11,2023-11-01,2024-01-31,Account Executive,2024-01-01,,Ramped,100
2023-01-01,Employee 175,2022-04-11,,Manager 12,2024-02-01,2024-03-31,Account Executive,2022-04-11,2023-12-31,Ramped,100
2023-01-01,Employee 175,2022-04-11,,Manager 12,2024-02-01,2024-03-31,Account Executive,2024-01-01,,Ramped,100
2023-01-01,Employee 175,2022-04-11,,Manager 14,2022-09-01,2023-05-31,Account Executive,2022-04-11,2023-12-31,Ramped,100
2023-01-01,Employee 175,2022-04-11,,Manager 14,2022-09-01,2023-05-31,Account Executive,2024-01-01,,Ramped,100
2023-01-01,Employee 175,2022-04-11,,Manager 28,2022-04-12,2022-08-31,Account Executive,2022-04-11,2023-12-31,Ramped,100
2023-01-01,Employee 175,2022-04-11,,Manager 28,2022-04-12,2022-08-31,Account Executive,2024-01-01,,Ramped,100
2023-01-01,Employee 175,2022-04-11,,Manager 42,2024-04-01,,Account Executive,2022-04-11,2023-12-31,Ramped,100
2023-01-01,Employee 175,2022-04-11,,Manager 42,2024-04-01,,Account Executive,2024-01-01,,Ramped,100
2023-01-01,Employee 176,2022-12-05,,Manager 36,2022-12-06,,Account Executive,2022-12-05,2023-12-31,Ramping 1,24
2023-01-01,Employee 176,2022-12-05,,Manager 36,2022-12-06,,Account Executive,2024-01-01,,Ramping 1,24
2023-01-01,Employee 178,2022-08-29,2023-12-05,Manager 19,2022-08-30,2022-10-31,Account Executive,2022-08-29,2023-12-05,Ramped,100
2023-01-01,Employee 178,2022-08-29,2023-12-05,Manager 21,2022-11-01,2023-03-31,Account Executive,2022-08-29,2023-12-05,Ramped,100
2023-01-01,Employee 178,2022-08-29,2023-12-05,Manager 6,2023-04-01,2023-12-05,Account Executive,2022-08-29,2023-12-05,Ramped,100
2023-01-01,Employee 18,2021-09-13,,Manager 19,2021-09-13,2022-03-31,Account Executive,2021-09-13,2023-12-31,Ramped,100
2023-01-01,Employee 18,2021-09-13,,Manager 19,2021-09-13,2022-03-31,Associate Account Executive,2024-01-01,,Ramped,90
2023-01-01,Employee 18,2021-09-13,,Manager 19,2022-05-01,2022-10-31,Account Executive,2021-09-13,2023-12-31,Ramped,100
2023-01-01,Employee 18,2021-09-13,,Manager 19,2022-05-01,2022-10-31,Associate Account Executive,2024-01-01,,Ramped,90
2023-01-01,Employee 18,2021-09-13,,Manager 20,2022-04-01,2022-04-30,Account Executive,2021-09-13,2023-12-31,Ramped,100
2023-01-01,Employee 18,2021-09-13,,Manager 20,2022-04-01,2022-04-30,Associate Account Executive,2024-01-01,,Ramped,90
2023-01-01,Employee 18,2021-09-13,,Manager 21,2022-11-01,2023-03-31,Account Executive,2021-09-13,2023-12-31,Ramped,100
2023-01-01,Employee 18,2021-09-13,,Manager 21,2022-11-01,2023-03-31,Associate Account Executive,2024-01-01,,Ramped,90
2023-01-01,Employee 18,2021-09-13,,Manager 6,2023-04-01,,Account Executive,2021-09-13,2023-12-31,Ramped,100
2023-01-01,Employee 18,2021-09-13,,Manager 6,2023-04-01,,Associate Account Executive,2024-01-01,,Ramped,90
2023-01-01,Employee 180,2023-01-03,2023-03-01,Manager 19,2023-01-03,2023-03-01,Account Executive,2023-01-03,2023-03-01,Ramping 0,0
2023-01-01,Employee 182,2022-03-28,2023-04-14,Manager 14,2022-03-29,2022-06-30,Account Executive,2022-03-28,2023-04-14,Ramped,100
2023-01-01,Employee 182,2022-03-28,2023-04-14,Manager 15,2023-03-01,2023-04-14,Account Executive,2022-03-28,2023-04-14,Ramped,100
2023-01-01,Employee 182,2022-03-28,2023-04-14,Manager 24,2022-07-01,2023-02-28,Account Executive,2022-03-28,2023-04-14,Ramped,100
2023-01-01,Employee 183,2021-08-30,2023-04-03,Manager 19,2022-01-02,2022-09-30,Account Executive,2021-08-30,2023-04-03,Ramped,100
2023-01-01,Employee 183,2021-08-30,2023-04-03,Manager 21,2022-10-25,2023-04-03,Account Executive,2021-08-30,2023-04-03,Ramped,100
2023-01-01,Employee 183,2021-08-30,2023-04-03,Manager 40,2022-10-01,2022-10-24,Account Executive,2021-08-30,2023-04-03,Ramped,100
2023-01-01,Employee 185,2022-10-24,2023-10-03,Manager 39,2023-01-01,2023-10-03,Account Executive,2022-10-24,2023-10-03,Ramping 3,50
2023-01-01,Employee 185,2022-10-24,2023-10-03,Manager 4,2022-10-25,2022-12-31,Account Executive,2022-10-24,2023-10-03,Ramping 3,50
2023-01-01,Employee 187,2022-12-05,2023-10-02,Manager 16,2022-12-06,2023-02-28,Account Executive,2022-12-05,2023-10-02,Ramping 1,24
2023-01-01,Employee 187,2022-12-05,2023-10-02,Manager 17,2023-03-01,2023-04-30,Account Executive,2022-12-05,2023-10-02,Ramping 1,24
2023-01-01,Employee 187,2022-12-05,2023-10-02,Manager 18,2023-05-01,2023-07-31,Account Executive,2022-12-05,2023-10-02,Ramping 1,24
2023-01-01,Employee 187,2022-12-05,2023-10-02,Manager 22,2023-08-01,2023-08-31,Account Executive,2022-12-05,2023-10-02,Ramping 1,24
2023-01-01,Employee 187,2022-12-05,2023-10-02,Manager 23,2023-09-01,2023-10-02,Account Executive,2022-12-05,2023-10-02,Ramping 1,24
2023-01-01,Employee 189,2022-08-01,2023-04-04,Manager 14,2023-03-01,2023-03-31,Account Executive,2022-08-01,2023-04-04,Ramped,100
2023-01-01,Employee 189,2022-08-01,2023-04-04,Manager 24,2022-08-02,2023-02-28,Account Executive,2022-08-01,2023-04-04,Ramped,100
2023-01-01,Employee 189,2022-08-01,2023-04-04,Manager 34,2023-04-01,2023-04-04,Account Executive,2022-08-01,2023-04-04,Ramped,100
2023-01-01,Employee 190,2023-01-30,2023-06-23,Manager 21,2023-01-31,2023-03-31,Account Executive,2023-01-30,2023-06-23,Ramping 0,0
2023-01-01,Employee 190,2023-01-30,2023-06-23,Manager 6,2023-04-01,2023-06-23,Account Executive,2023-01-30,2023-06-23,Ramping 0,0
2023-01-01,Employee 191,2022-03-28,2023-04-03,Manager 14,2022-03-29,2023-04-03,Account Executive,2022-03-28,2023-04-03,Ramped,100
2023-01-01,Employee 192,2022-10-24,2023-02-24,Manager 39,2023-01-01,2023-02-24,Account Executive,2022-10-24,2023-02-24,Ramping 3,50
2023-01-01,Employee 192,2022-10-24,2023-02-24,Manager 4,2022-10-25,2022-12-31,Account Executive,2022-10-24,2023-02-24,Ramping 3,50
2023-01-01,Employee 193,2020-11-01,2024-03-31,Manager 2,2022-05-07,2022-07-31,Account Executive,2020-11-01,2023-12-31,Ramped,100
2023-01-01,Employee 193,2020-11-01,2024-03-31,Manager 2,2022-05-07,2022-07-31,Associate Account Executive,2024-01-01,2024-03-31,Ramped,90
2023-01-01,Employee 193,2020-11-01,2024-03-31,Manager 3,2022-08-01,2024-03-31,Account Executive,2020-11-01,2023-12-31,Ramped,100
2023-01-01,Employee 193,2020-11-01,2024-03-31,Manager 3,2022-08-01,2024-03-31,Associate Account Executive,2024-01-01,2024-03-31,Ramped,90
2023-01-01,Employee 193,2020-11-01,2024-03-31,Manager 31,2022-01-02,2022-05-06,Account Executive,2020-11-01,2023-12-31,Ramped,100
2023-01-01,Employee 193,2020-11-01,2024-03-31,Manager 31,2022-01-02,2022-05-06,Associate Account Executive,2024-01-01,2024-03-31,Ramped,90
2023-01-01,Employee 195,2022-06-06,2023-10-02,Manager 18,2022-06-07,2023-07-31,Account Executive,2022-06-06,2023-10-02,Ramped,100
2023-01-01,Employee 195,2022-06-06,2023-10-02,Manager 22,2023-08-01,2023-08-31,Account Executive,2022-06-06,2023-10-02,Ramped,100
2023-01-01,Employee 195,2022-06-06,2023-10-02,Manager 23,2023-09-01,2023-10-02,Account Executive,2022-06-06,2023-10-02,Ramped,100
2023-01-01,Employee 198,2022-09-26,2023-10-03,Manager 3,2022-09-27,2022-09-30,Account Executive,2022-09-26,2023-10-03,Ramping 4,75
2023-01-01,Employee 198,2022-09-26,2023-10-03,Manager 39,2023-01-01,2023-10-03,Account Executive,2022-09-26,2023-10-03,Ramping 4,75
2023-01-01,Employee 198,2022-09-26,2023-10-03,Manager 4,2022-10-01,2022-12-31,Account Executive,2022-09-26,2023-10-03,Ramping 4,75
2023-01-01,Employee 2,2022-07-05,2023-06-02,Manager 2,2022-07-05,2023-06-02,Account Executive,2022-07-05,2023-06-02,Ramped,100
2023-01-01,Employee 20,2022-04-11,2022-04-15,Manager 14,2022-04-12,2022-04-15,Account Executive,2022-04-11,2022-04-15,Fired,0
2023-01-01,Employee 200,2022-02-14,2022-02-24,Manager 31,2022-02-15,2022-02-23,Account Executive,2022-02-14,2022-02-24,Fired,0
2023-01-01,Employee 200,2022-02-14,2022-02-24,Manager 40,2022-02-24,2022-02-24,Account Executive,2022-02-14,2022-02-24,Fired,0
2023-01-01,Employee 203,2022-06-06,2022-11-18,Manager 19,2022-06-07,2022-10-31,Account Executive,2022-06-06,2022-11-18,Fired,0
2023-01-01,Employee 203,2022-06-06,2022-11-18,Manager 21,2022-11-01,2022-11-18,Account Executive,2022-06-06,2022-11-18,Fired,0
2023-01-01,Employee 204,2022-09-26,2022-09-27,Manager 40,2022-09-27,2022-09-27,Account Executive,2022-09-26,2022-09-27,Fired,0
2023-01-01,Employee 205,2022-02-14,2022-08-12,Manager 14,2022-02-15,2022-06-30,Account Executive,2022-02-14,2022-08-12,Fired,0
2023-01-01,Employee 205,2022-02-14,2022-08-12,Manager 24,2022-07-01,2022-08-12,Account Executive,2022-02-14,2022-08-12,Fired,0
2023-01-01,Employee 206,2022-09-26,2022-12-30,Manager 14,2022-09-27,2022-12-30,Account Executive,2022-09-26,2022-12-30,Fired,0
2023-01-01,Employee 208,2022-10-24,2024-02-02,Manager 3,2022-10-25,2024-02-02,Account Executive,2022-10-24,2023-12-31,Ramping 3,50
2023-01-01,Employee 208,2022-10-24,2024-02-02,Manager 3,2022-10-25,2024-02-02,Associate Account Executive,2024-01-01,2024-02-02,Ramping 3,50
2023-01-01,Employee 21,2020-01-21,,Manager 14,2022-01-02,2022-06-30,Account Executive,2020-01-21,2023-12-31,Ramped,100
2023-01-01,Employee 21,2020-01-21,,Manager 14,2022-01-02,2022-06-30,Associate Account Executive,2024-01-01,,Ramped,90
2023-01-01,Employee 21,2020-01-21,,Manager 15,2023-03-01,,Account Executive,2020-01-21,2023-12-31,Ramped,100
2023-01-01,Employee 21,2020-01-21,,Manager 15,2023-03-01,,Associate Account Executive,2024-01-01,,Ramped,90
2023-01-01,Employee 21,2020-01-21,,Manager 24,2022-07-01,2023-02-28,Account Executive,2020-01-21,2023-12-31,Ramped,100
2023-01-01,Employee 21,2020-01-21,,Manager 24,2022-07-01,2023-02-28,Associate Account Executive,2024-01-01,,Ramped,90
2023-01-01,Employee 210,2022-06-20,2022-12-01,Manager 12,2022-07-01,2022-09-30,Account Executive,2022-06-20,2022-12-01,Fired,0
2023-01-01,Employee 210,2022-06-20,2022-12-01,Manager 40,2022-06-21,2022-06-21,Account Executive,2022-06-20,2022-12-01,Fired,0
2023-01-01,Employee 210,2022-06-20,2022-12-01,Manager 7,2022-06-22,2022-06-30,Account Executive,2022-06-20,2022-12-01,Fired,0
2023-01-01,Employee 210,2022-06-20,2022-12-01,Manager 9,2022-10-01,2022-12-01,Account Executive,2022-06-20,2022-12-01,Fired,0
2023-01-01,Employee 211,2022-07-05,,Manager 19,2022-07-06,,Account Executive,2022-07-05,2023-12-31,Ramped,100
2023-01-01,Employee 211,2022-07-05,,Manager 19,2022-07-06,,Associate Account Executive,2024-01-01,,Ramped,90
2023-01-01,Employee 212,2022-06-20,2022-10-20,Manager 18,2022-06-22,2022-10-20,Account Executive,2022-06-20,2022-10-20,Fired,0
2023-01-01,Employee 212,2022-06-20,2022-10-20,Manager 40,2022-06-21,2022-06-21,Account Executive,2022-06-20,2022-10-20,Fired,0
2023-01-01,Employee 213,2022-10-24,2023-05-01,Manager 2,2022-10-25,2023-05-01,Account Executive,2022-10-24,2023-05-01,Ramping 3,50
2023-01-01,Employee 215,2022-12-05,2023-03-22,Manager 36,2022-12-06,2023-03-22,Account Executive,2022-12-05,2023-03-22,Ramping 1,24
2023-01-01,Employee 216,2022-08-29,2023-04-01,Manager 15,2023-03-01,2023-04-01,Account Executive,2022-08-29,2023-04-01,Ramped,100
2023-01-01,Employee 216,2022-08-29,2023-04-01,Manager 24,2022-08-30,2023-02-28,Account Executive,2022-08-29,2023-04-01,Ramped,100
2023-01-01,Employee 220,2022-12-05,2023-01-06,Manager 2,2022-12-06,2023-01-06,Account Executive,2022-12-05,2023-01-06,Ramping 1,24
2023-01-01,Employee 221,2021-05-03,,Manager 19,2021-04-03,2022-03-31,Account Executive,2021-05-03,2023-12-31,Ramped,100
2023-01-01,Employee 221,2021-05-03,,Manager 19,2021-04-03,2022-03-31,Associate Account Executive,2024-01-01,,Ramped,90
2023-01-01,Employee 221,2021-05-03,,Manager 19,2022-05-01,2022-10-31,Account Executive,2021-05-03,2023-12-31,Ramped,100
2023-01-01,Employee 221,2021-05-03,,Manager 19,2022-05-01,2022-10-31,Associate Account Executive,2024-01-01,,Ramped,90
2023-01-01,Employee 221,2021-05-03,,Manager 20,2022-04-01,2022-04-30,Account Executive,2021-05-03,2023-12-31,Ramped,100
2023-01-01,Employee 221,2021-05-03,,Manager 20,2022-04-01,2022-04-30,Associate Account Executive,2024-01-01,,Ramped,90
2023-01-01,Employee 221,2021-05-03,,Manager 21,2022-11-01,2023-03-31,Account Executive,2021-05-03,2023-12-31,Ramped,100
2023-01-01,Employee 221,2021-05-03,,Manager 21,2022-11-01,2023-03-31,Associate Account Executive,2024-01-01,,Ramped,90
2023-01-01,Employee 221,2021-05-03,,Manager 6,2023-04-01,,Account Executive,2021-05-03,2023-12-31,Ramped,100
2023-01-01,Employee 221,2021-05-03,,Manager 6,2023-04-01,,Associate Account Executive,2024-01-01,,Ramped,90
2023-01-01,Employee 222,2021-09-13,2022-04-29,Manager 7,2022-01-02,2022-04-29,Account Executive,2021-09-13,2022-04-29,Fired,0
2023-01-01,Employee 224,2022-08-29,2023-11-07,Manager 15,2022-08-30,2023-11-07,Account Executive,2022-08-29,2023-11-07,Ramped,100
2023-01-01,Employee 229,2022-02-14,2022-11-14,Manager 1,2022-07-01,2022-11-14,Account Executive,2022-02-14,2022-11-14,Fired,0
2023-01-01,Employee 229,2022-02-14,2022-11-14,Manager 2,2022-05-07,2022-06-30,Account Executive,2022-02-14,2022-11-14,Fired,0
2023-01-01,Employee 229,2022-02-14,2022-11-14,Manager 31,2022-02-15,2022-05-06,Account Executive,2022-02-14,2022-11-14,Fired,0
2023-01-01,Employee 23,2021-09-13,2022-03-02,Manager 12,2022-01-02,2022-03-02,Account Executive,2021-09-13,2022-03-02,Fired,0
2023-01-01,Employee 230,2022-10-24,,Manager 3,2022-10-25,,Account Executive,2022-10-24,2023-12-31,Ramping 3,50
2023-01-01,Employee 230,2022-10-24,,Manager 3,2022-10-25,,Associate Account Executive,2024-01-01,,Ramping 3,50
2023-01-01,Employee 231,2022-01-18,2023-01-06,Manager 19,2022-01-18,2022-03-31,Account Executive,2022-01-18,2023-01-06,Ramped,100
2023-01-01,Employee 231,2022-01-18,2023-01-06,Manager 19,2022-05-01,2022-10-31,Account Executive,2022-01-18,2023-01-06,Ramped,100
2023-01-01,Employee 231,2022-01-18,2023-01-06,Manager 20,2022-04-01,2022-04-30,Account Executive,2022-01-18,2023-01-06,Ramped,100
2023-01-01,Employee 231,2022-01-18,2023-01-06,Manager 21,2022-11-01,2023-01-06,Account Executive,2022-01-18,2023-01-06,Ramped,100
2023-01-01,Employee 232,2022-06-20,2024-02-05,Manager 14,2022-06-22,2022-06-30,Account Executive,2022-06-20,2023-12-31,Ramped,100
2023-01-01,Employee 232,2022-06-20,2024-02-05,Manager 14,2022-06-22,2022-06-30,Associate Account Executive,2024-01-01,2024-02-05,Ramped,90
2023-01-01,Employee 232,2022-06-20,2024-02-05,Manager 15,2023-03-01,2024-02-05,Account Executive,2022-06-20,2023-12-31,Ramped,100
2023-01-01,Employee 232,2022-06-20,2024-02-05,Manager 15,2023-03-01,2024-02-05,Associate Account Executive,2024-01-01,2024-02-05,Ramped,90
2023-01-01,Employee 232,2022-06-20,2024-02-05,Manager 24,2022-07-01,2023-02-28,Account Executive,2022-06-20,2023-12-31,Ramped,100
2023-01-01,Employee 232,2022-06-20,2024-02-05,Manager 24,2022-07-01,2023-02-28,Associate Account Executive,2024-01-01,2024-02-05,Ramped,90
2023-01-01,Employee 232,2022-06-20,2024-02-05,Manager 40,2022-06-21,2022-06-21,Account Executive,2022-06-20,2023-12-31,Ramped,100
2023-01-01,Employee 232,2022-06-20,2024-02-05,Manager 40,2022-06-21,2022-06-21,Associate Account Executive,2024-01-01,2024-02-05,Ramped,90
2023-01-01,Employee 234,2022-08-01,,Manager 3,2022-08-02,2022-09-30,Account Executive,2022-08-01,2023-12-31,Ramped,100
2023-01-01,Employee 234,2022-08-01,,Manager 3,2022-08-02,2022-09-30,Associate Account Executive,2024-01-01,,Ramped,90
2023-01-01,Employee 234,2022-08-01,,Manager 39,2023-01-01,,Account Executive,2022-08-01,2023-12-31,Ramped,100
2023-01-01,Employee 234,2022-08-01,,Manager 39,2023-01-01,,Associate Account Executive,2024-01-01,,Ramped,90
2023-01-01,Employee 234,2022-08-01,,Manager 4,2022-10-01,2022-12-31,Account Executive,2022-08-01,2023-12-31,Ramped,100
2023-01-01,Employee 234,2022-08-01,,Manager 4,2022-10-01,2022-12-31,Associate Account Executive,2024-01-01,,Ramped,90
2023-01-01,Employee 236,2022-10-24,2023-02-09,Manager 1,2022-10-25,2023-02-09,Account Executive,2022-10-24,2023-02-09,Ramping 3,50
2023-01-01,Employee 238,2022-03-28,2022-07-08,Manager 28,2022-03-29,2022-07-08,Account Executive,2022-03-28,2022-07-08,Fired,0
2023-01-01,Employee 239,2022-02-28,2022-12-01,Manager 19,2022-03-01,2022-12-01,Account Executive,2022-02-28,2022-12-01,Fired,0
2023-01-01,Employee 242,2020-03-16,2023-09-06,Manager 16,2022-11-01,2023-02-28,Account Executive,2020-03-16,2023-09-06,Ramped,100
2023-01-01,Employee 242,2020-03-16,2023-09-06,Manager 17,2023-03-01,2023-04-30,Account Executive,2020-03-16,2023-09-06,Ramped,100
2023-01-01,Employee 242,2020-03-16,2023-09-06,Manager 18,2023-05-01,2023-07-31,Account Executive,2020-03-16,2023-09-06,Ramped,100
2023-01-01,Employee 242,2020-03-16,2023-09-06,Manager 22,2023-08-01,2023-08-31,Account Executive,2020-03-16,2023-09-06,Ramped,100
2023-01-01,Employee 242,2020-03-16,2023-09-06,Manager 23,2023-09-01,2023-09-06,Account Executive,2020-03-16,2023-09-06,Ramped,100
2023-01-01,Employee 242,2020-03-16,2023-09-06,Manager 25,2022-04-01,2022-05-06,Account Executive,2020-03-16,2023-09-06,Ramped,100
2023-01-01,Employee 242,2020-03-16,2023-09-06,Manager 5,2022-05-07,2022-10-31,Account Executive,2020-03-16,2023-09-06,Ramped,100
2023-01-01,Employee 242,2020-03-16,2023-09-06,Manager 7,2022-01-02,2022-03-31,Account Executive,2020-03-16,2023-09-06,Ramped,100
2023-01-01,Employee 244,2021-03-29,2022-03-31,Manager 28,2022-01-02,2022-03-31,Account Executive,2021-03-29,2022-03-31,Fired,0
2023-01-01,Employee 245,2022-05-23,2023-02-01,Manager 14,2022-05-24,2023-02-01,Account Executive,2022-05-23,2023-02-01,Ramped,100
2023-01-01,Employee 246,2021-10-25,2022-03-15,Manager 7,2022-01-02,2022-03-15,Account Executive,2021-10-25,2022-03-15,Fired,0
2023-01-01,Employee 247,2022-06-06,2023-08-05,Manager 7,2022-06-07,2023-08-05,Account Executive,2022-06-06,2023-08-05,Ramped,100
2023-01-01,Employee 25,2021-08-30,2022-09-30,Manager 14,2022-09-01,2022-09-30,Account Executive,2021-08-30,2022-09-30,Fired,0
2023-01-01,Employee 25,2021-08-30,2022-09-30,Manager 27,2022-01-02,2022-02-27,Account Executive,2021-08-30,2022-09-30,Fired,0
